0,0.49591212794006356,192.168.1.230
1,null,null
2,null,null
3,null,null
4,null,192.168.1.28
5,null,null
6,9.782947133545852,null
7,0.6183857256347247,null
8,null,null
9,null,null
10,null,null
11,null,null
12,null,null
13,null,null
14,7.621277121013953,null
15,7.353981078478963,null
16,6.201855478691593,null
17,4.485641856172119,null
18,5.945212411366722,null
19,7.369406416533436,null
20,2.95963386016983,null
21,2.3903566094581343,null
22,2.6897100373405025,null
23,6.768632771133082,null
24,null,192.168.1.148
25,null,null
26,null,null
27,null,null
28,2.704522575824396,null
29,null,null
30,4.372944027370348,null
31,7.6929621730763955,null
32,7.2824215125021805,null
33,9.391923523277,null
34,null,null
35,null,null
36,2.9101064987789336,192.168.1.184
37,null,null
38,7.888689599780916,null
39,null,192.168.1.37
40,null,null
41,1.8802355874109378,null
42,null,null
43,7.630526499644893,null
44,9.125103771781971,null
45,6.0148920516840665,null
46,null,null
47,3.3109512114940234,null
48,1.812688598210228,null
49,null,null
50,null,null
51,null,null
52,null,null
53,null,null
54,null,null
55,null,null
56,8.596303302225682,null
57,null,null
58,null,null
59,null,192.168.1.133
60,null,null
61,5.598938455012254,null
62,null,null
63,2.455487302776257,null
64,3.343456217139109,null
65,1.755620369653893,null
66,null,null
67,null,null
68,3.799026968557153,null
69,8.612161873439032,null
70,null,null
71,null,192.168.1.29
72,null,192.168.1.171
73,null,null
74,null,null
75,0.7701030829920807,192.168.1.205
76,9.735589646580271,null
77,null,null
78,2.2463971280740145,null
79,8.916519122624791,null
80,9.349020980511842,null
81,3.122974518128925,null
82,2.014682677434357,null
83,5.67585382578765,null
84,1.8675502143499034,null
85,null,null
86,9.756767575622945,null
87,2.264074728347131,null
88,4.954441102986779,null
89,2.936316427686183,null
90,null,null
91,null,null
92,null,null
93,7.690411020758354,null
94,8.084703918760285,null
95,null,null
96,3.5918519915813563,null
97,null,null
98,9.014255682367894,null
99,null,192.168.1.177
